"book_name","department","study_level","read_count"
"Pointers in C","ECONOMICS","UNDERGRAD",4
"Pointers in C","ENGLISH","UNDERGRAD",4
"Pointers in C","MATHEMATICS","GRAD",5
"Pointers in C","MATHEMATICS","UNDERGRAD",4
"Pointers in C","POLITICAL_SCIENCE","GRAD",2
"Pointers in C","POLITICAL_SCIENCE","UNDERGRAD",2
"Pointers in C","PSYCHOLOGY","GRAD",2
"Pointers in C","PSYCHOLOGY","UNDERGRAD",4
"Pointers in C","STATISTICS","GRAD",2
"Pointers in C","STATISTICS","UNDERGRAD",1
"Political Philosophers","COMPUTER_SCIENCE","GRAD",4
"Political Philosophers","COMPUTER_SCIENCE","UNDERGRAD",4
"Political Philosophers","DANCE","GRAD",3
"Political Philosophers","ECONOMICS","GRAD",4
"Political Philosophers","ECONOMICS","UNDERGRAD",6
"Political Philosophers","ENGLISH","GRAD",4
"Political Philosophers","ENGLISH","UNDERGRAD",3
"Political Philosophers","MATHEMATICS","GRAD",2
"Political Philosophers","MATHEMATICS","UNDERGRAD",3
"Political Philosophers","POLITICAL_SCIENCE","GRAD",3
"Political Philosophers","POLITICAL_SCIENCE","UNDERGRAD",2
"Political Philosophers","PSYCHOLOGY","GRAD",5
"Political Philosophers","PSYCHOLOGY","UNDERGRAD",6
"Political Philosophers","STATISTICS","GRAD",5
"Political Philosophers","STATISTICS","UNDERGRAD",2
"Power Electronics - Mohan","COMPUTER_SCIENCE","GRAD",7
"Power Electronics - Mohan","COMPUTER_SCIENCE","UNDERGRAD",4
"Power Electronics - Mohan","DANCE","GRAD",5
"Power Electronics - Mohan","DANCE","UNDERGRAD",2
"Power Electronics - Mohan","ECONOMICS","GRAD",1
"Power Electronics - Mohan","ECONOMICS","UNDERGRAD",4
"Power Electronics - Mohan","ENGLISH","GRAD",3
"Power Electronics - Mohan","ENGLISH","UNDERGRAD",3
"Power Electronics - Mohan","MATHEMATICS","GRAD",5
"Power Electronics - Mohan","MATHEMATICS","UNDERGRAD",1
"Power Electronics - Mohan","POLITICAL_SCIENCE","GRAD",2
"Power Electronics - Mohan","POLITICAL_SCIENCE","UNDERGRAD",2
"Power Electronics - Mohan","PSYCHOLOGY","GRAD",3
"Power Electronics - Mohan","PSYCHOLOGY","UNDERGRAD",1
"Power Electronics - Mohan","STATISTICS","GRAD",8
"Power Electronics - Mohan","STATISTICS","UNDERGRAD",3
"Power Electronics - Rashid","COMPUTER_SCIENCE","GRAD",4
"Power Electronics - Rashid","COMPUTER_SCIENCE","UNDERGRAD",5
"Power Electronics - Rashid","DANCE","GRAD",5
"Power Electronics - Rashid","DANCE","UNDERGRAD",2
"Power Electronics - Rashid","ECONOMICS","GRAD",1
"Power Electronics - Rashid","ECONOMICS","UNDERGRAD",1
"Power Electronics - Rashid","ENGLISH","GRAD",5
"Power Electronics - Rashid","ENGLISH","UNDERGRAD",2
"Power Electronics - Rashid","MATHEMATICS","GRAD",2
"Power Electronics - Rashid","MATHEMATICS","UNDERGRAD",3
"Power Electronics - Rashid","POLITICAL_SCIENCE","GRAD",2
"Power Electronics - Rashid","POLITICAL_SCIENCE","UNDERGRAD",3
"Power Electronics - Rashid","PSYCHOLOGY","GRAD",1
"Power Electronics - Rashid","PSYCHOLOGY","UNDERGRAD",3
"Power Electronics - Rashid","STATISTICS","GRAD",5
"Power Electronics - Rashid","STATISTICS","UNDERGRAD",1
"Prince, The","COMPUTER_SCIENCE","GRAD",3
"Prince, The","COMPUTER_SCIENCE","UNDERGRAD",4
"Prince, The","DANCE","GRAD",2
"Prince, The","DANCE","UNDERGRAD",5
"Prince, The","ECONOMICS","GRAD",3
"Prince, The","ECONOMICS","UNDERGRAD",2
"Prince, The","ENGLISH","GRAD",4
"Prince, The","ENGLISH","UNDERGRAD",3
"Prince, The","MATHEMATICS","GRAD",2
"Prince, The","MATHEMATICS","UNDERGRAD",5
"Prince, The","POLITICAL_SCIENCE","GRAD",4
"Prince, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Prince, The","PSYCHOLOGY","GRAD",2
"Prince, The","PSYCHOLOGY","UNDERGRAD",3
"Prince, The","STATISTICS","GRAD",8
"Prince, The","STATISTICS","UNDERGRAD",3
"Principles of Communication Systems","COMPUTER_SCIENCE","GRAD",4
"Principles of Communication Systems","COMPUTER_SCIENCE","UNDERGRAD",2
"Principles of Communication Systems","DANCE","GRAD",1
"Principles of Communication Systems","DANCE","UNDERGRAD",5
"Principles of Communication Systems","ECONOMICS","GRAD",1
"Principles of Communication Systems","ECONOMICS","UNDERGRAD",3
"Principles of Communication Systems","ENGLISH","GRAD",4
"Principles of Communication Systems","ENGLISH","UNDERGRAD",5
"Principles of Communication Systems","MATHEMATICS","GRAD",3
"Principles of Communication Systems","MATHEMATICS","UNDERGRAD",8
"Principles of Communication Systems","POLITICAL_SCIENCE","GRAD",8
"Principles of Communication Systems","POLITICAL_SCIENCE","UNDERGRAD",4
"Principles of Communication Systems","PSYCHOLOGY","GRAD",1
"Principles of Communication Systems","PSYCHOLOGY","UNDERGRAD",3
"Principles of Communication Systems","STATISTICS","UNDERGRAD",3
"Prisoner of Birth, A","COMPUTER_SCIENCE","GRAD",2
"Prisoner of Birth, A","COMPUTER_SCIENCE","UNDERGRAD",1
"Prisoner of Birth, A","DANCE","GRAD",2
"Prisoner of Birth, A","DANCE","UNDERGRAD",8
"Prisoner of Birth, A","ECONOMICS","GRAD",6
"Prisoner of Birth, A","ECONOMICS","UNDERGRAD",3
"Prisoner of Birth, A","ENGLISH","UNDERGRAD",2
"Prisoner of Birth, A","MATHEMATICS","GRAD",3
"Prisoner of Birth, A","MATHEMATICS","UNDERGRAD",4
"Prisoner of Birth, A","POLITICAL_SCIENCE","UNDERGRAD",2
"Prisoner of Birth, A","PSYCHOLOGY","GRAD",3
"Prisoner of Birth, A","PSYCHOLOGY","UNDERGRAD",2
"Prisoner of Birth, A","STATISTICS","GRAD",1
"Prisoner of Birth, A","STATISTICS","UNDERGRAD",3
"Python for Data Analysis","COMPUTER_SCIENCE","GRAD",1
"Python for Data Analysis","COMPUTER_SCIENCE","UNDERGRAD",5
"Python for Data Analysis","DANCE","GRAD",4
"Python for Data Analysis","DANCE","UNDERGRAD",1
"Python for Data Analysis","ECONOMICS","GRAD",2
"Python for Data Analysis","ECONOMICS","UNDERGRAD",2
"Python for Data Analysis","ENGLISH","GRAD",3
"Python for Data Analysis","ENGLISH","UNDERGRAD",4
"Python for Data Analysis","MATHEMATICS","GRAD",1
"Python for Data Analysis","MATHEMATICS","UNDERGRAD",3
"Python for Data Analysis","POLITICAL_SCIENCE","GRAD",3
"Python for Data Analysis","POLITICAL_SCIENCE","UNDERGRAD",5
"Python for Data Analysis","PSYCHOLOGY","GRAD",4
"Python for Data Analysis","PSYCHOLOGY","UNDERGRAD",4
"Python for Data Analysis","STATISTICS","GRAD",4
"Python for Data Analysis","STATISTICS","UNDERGRAD",5
"Radiowaril Bhashane & Shrutika","COMPUTER_SCIENCE","GRAD",5
"Radiowaril Bhashane & Shrutika","COMPUTER_SCIENCE","UNDERGRAD",3
"Radiowaril Bhashane & Shrutika","DANCE","GRAD",3
"Radiowaril Bhashane & Shrutika","DANCE","UNDERGRAD",1
"Radiowaril Bhashane & Shrutika","ECONOMICS","GRAD",3
"Radiowaril Bhashane & Shrutika","ECONOMICS","UNDERGRAD",4
"Radiowaril Bhashane & Shrutika","ENGLISH","GRAD",5
"Radiowaril Bhashane & Shrutika","ENGLISH","UNDERGRAD",1
"Radiowaril Bhashane & Shrutika","MATHEMATICS","GRAD",5
"Radiowaril Bhashane & Shrutika","MATHEMATICS","UNDERGRAD",5
"Radiowaril Bhashane & Shrutika","POLITICAL_SCIENCE","GRAD",4
"Radiowaril Bhashane & Shrutika","POLITICAL_SCIENCE","UNDERGRAD",4
"Radiowaril Bhashane & Shrutika","STATISTICS","GRAD",3
"Raisin in the Sun, A","COMPUTER_SCIENCE","GRAD",3
"Raisin in the Sun, A","COMPUTER_SCIENCE","UNDERGRAD",5
"Raisin in the Sun, A","DANCE","GRAD",2
"Raisin in the Sun, A","DANCE","UNDERGRAD",4
"Raisin in the Sun, A","ECONOMICS","GRAD",3
"Raisin in the Sun, A","ECONOMICS","UNDERGRAD",6
"Raisin in the Sun, A","ENGLISH","GRAD",2
"Raisin in the Sun, A","ENGLISH","UNDERGRAD",2
"Raisin in the Sun, A","MATHEMATICS","GRAD",3
"Raisin in the Sun, A","MATHEMATICS","UNDERGRAD",2
"Raisin in the Sun, A","POLITICAL_SCIENCE","GRAD",1
"Raisin in the Sun, A","POLITICAL_SCIENCE","UNDERGRAD",3
"Raisin in the Sun, A","PSYCHOLOGY","GRAD",4
"Raisin in the Sun, A","PSYCHOLOGY","UNDERGRAD",2
"Raisin in the Sun, A","STATISTICS","GRAD",2
"Raisin in the Sun, A","STATISTICS","UNDERGRAD",4
"Rationality & Freedom","COMPUTER_SCIENCE","GRAD",1
"Rationality & Freedom","COMPUTER_SCIENCE","UNDERGRAD",5
"Rationality & Freedom","DANCE","UNDERGRAD",3
"Rationality & Freedom","ECONOMICS","GRAD",4
"Rationality & Freedom","ECONOMICS","UNDERGRAD",2
"Rationality & Freedom","ENGLISH","GRAD",3
"Rationality & Freedom","ENGLISH","UNDERGRAD",1
"Rationality & Freedom","MATHEMATICS","GRAD",1
"Rationality & Freedom","MATHEMATICS","UNDERGRAD",3
"Rationality & Freedom","POLITICAL_SCIENCE","GRAD",1
"Rationality & Freedom","POLITICAL_SCIENCE","UNDERGRAD",3
"Rationality & Freedom","PSYCHOLOGY","GRAD",4
"Rationality & Freedom","PSYCHOLOGY","UNDERGRAD",2
"Rationality & Freedom","STATISTICS","GRAD",1
"Rationality & Freedom","STATISTICS","UNDERGRAD",3
"Return of the Primitive","COMPUTER_SCIENCE","GRAD",4
"Return of the Primitive","COMPUTER_SCIENCE","UNDERGRAD",3
"Return of the Primitive","DANCE","GRAD",2
"Return of the Primitive","DANCE","UNDERGRAD",2
"Return of the Primitive","ECONOMICS","GRAD",2
"Return of the Primitive","ECONOMICS","UNDERGRAD",2
"Return of the Primitive","ENGLISH","GRAD",5
"Return of the Primitive","ENGLISH","UNDERGRAD",3
"Return of the Primitive","MATHEMATICS","UNDERGRAD",1
"Return of the Primitive","POLITICAL_SCIENCE","GRAD",2
"Return of the Primitive","POLITICAL_SCIENCE","UNDERGRAD",3
"Return of the Primitive","PSYCHOLOGY","GRAD",5
"Return of the Primitive","PSYCHOLOGY","UNDERGRAD",3
"Return of the Primitive","STATISTICS","GRAD",6
"Return of the Primitive","STATISTICS","UNDERGRAD",5
"Ropemaker, The","COMPUTER_SCIENCE","GRAD",3
"Ropemaker, The","COMPUTER_SCIENCE","UNDERGRAD",1
"Ropemaker, The","DANCE","GRAD",6
"Ropemaker, The","DANCE","UNDERGRAD",2
"Ropemaker, The","ECONOMICS","GRAD",4
"Ropemaker, The","ECONOMICS","UNDERGRAD",2
"Ropemaker, The","ENGLISH","GRAD",2
"Ropemaker, The","ENGLISH","UNDERGRAD",1
"Ropemaker, The","MATHEMATICS","GRAD",7
"Ropemaker, The","MATHEMATICS","UNDERGRAD",4
"Ropemaker, The","POLITICAL_SCIENCE","GRAD",3
"Ropemaker, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Ropemaker, The","PSYCHOLOGY","UNDERGRAD",5
"Ropemaker, The","STATISTICS","GRAD",5
"Ropemaker, The","STATISTICS","UNDERGRAD",4
"Rosy is My Relative","COMPUTER_SCIENCE","GRAD",4
"Rosy is My Relative","COMPUTER_SCIENCE","UNDERGRAD",2
"Rosy is My Relative","DANCE","GRAD",2
"Rosy is My Relative","DANCE","UNDERGRAD",4
"Rosy is My Relative","ECONOMICS","GRAD",3
"Rosy is My Relative","ENGLISH","GRAD",6
"Rosy is My Relative","ENGLISH","UNDERGRAD",4
"Rosy is My Relative","MATHEMATICS","GRAD",4
"Rosy is My Relative","MATHEMATICS","UNDERGRAD",3
"Rosy is My Relative","POLITICAL_SCIENCE","GRAD",3
"Rosy is My Relative","POLITICAL_SCIENCE","UNDERGRAD",3
"Rosy is My Relative","PSYCHOLOGY","GRAD",4
"Rosy is My Relative","PSYCHOLOGY","UNDERGRAD",3
"Rosy is My Relative","STATISTICS","GRAD",6
"Rosy is My Relative","STATISTICS","UNDERGRAD",1
"Russian Journal, A","COMPUTER_SCIENCE","GRAD",5
"Russian Journal, A","COMPUTER_SCIENCE","UNDERGRAD",3
"Russian Journal, A","DANCE","GRAD",3
"Russian Journal, A","DANCE","UNDERGRAD",3
"Russian Journal, A","ECONOMICS","GRAD",2
"Russian Journal, A","ECONOMICS","UNDERGRAD",2
"Russian Journal, A","ENGLISH","GRAD",3
"Russian Journal, A","ENGLISH","UNDERGRAD",1
"Russian Journal, A","MATHEMATICS","GRAD",7
"Russian Journal, A","MATHEMATICS","UNDERGRAD",4
"Russian Journal, A","POLITICAL_SCIENCE","GRAD",1
"Russian Journal, A","POLITICAL_SCIENCE","UNDERGRAD",4
"Russian Journal, A","PSYCHOLOGY","GRAD",4
"Russian Journal, A","PSYCHOLOGY","UNDERGRAD",4
"Russian Journal, A","STATISTICS","GRAD",4
"Russian Journal, A","STATISTICS","UNDERGRAD",2
"Scoop!","COMPUTER_SCIENCE","GRAD",3
"Scoop!","COMPUTER_SCIENCE","UNDERGRAD",2
"Scoop!","DANCE","GRAD",2
"Scoop!","DANCE","UNDERGRAD",5
"Scoop!","ECONOMICS","GRAD",3
"Scoop!","ECONOMICS","UNDERGRAD",3
"Scoop!","ENGLISH","GRAD",5
"Scoop!","ENGLISH","UNDERGRAD",3
"Scoop!","MATHEMATICS","GRAD",5
"Scoop!","MATHEMATICS","UNDERGRAD",5
"Scoop!","POLITICAL_SCIENCE","GRAD",4
"Scoop!","POLITICAL_SCIENCE","UNDERGRAD",2
"Scoop!","PSYCHOLOGY","GRAD",3
"Scoop!","PSYCHOLOGY","UNDERGRAD",2
"Scoop!","STATISTICS","UNDERGRAD",3
"Sea of Poppies","COMPUTER_SCIENCE","GRAD",3
"Sea of Poppies","COMPUTER_SCIENCE","UNDERGRAD",3
"Sea of Poppies","DANCE","GRAD",1
"Sea of Poppies","DANCE","UNDERGRAD",2
"Sea of Poppies","ECONOMICS","UNDERGRAD",3
"Sea of Poppies","ENGLISH","GRAD",6
"Sea of Poppies","ENGLISH","UNDERGRAD",7
"Sea of Poppies","MATHEMATICS","GRAD",4
"Sea of Poppies","MATHEMATICS","UNDERGRAD",3
"Sea of Poppies","POLITICAL_SCIENCE","GRAD",5
"Sea of Poppies","POLITICAL_SCIENCE","UNDERGRAD",1
"Sea of Poppies","PSYCHOLOGY","GRAD",1
"Sea of Poppies","PSYCHOLOGY","UNDERGRAD",4
"Sea of Poppies","STATISTICS","GRAD",4
"Sea of Poppies","STATISTICS","UNDERGRAD",5
"Selected Short Stories","COMPUTER_SCIENCE","GRAD",5
"Selected Short Stories","COMPUTER_SCIENCE","UNDERGRAD",1
"Selected Short Stories","DANCE","GRAD",3
"Selected Short Stories","DANCE","UNDERGRAD",2
"Selected Short Stories","ECONOMICS","GRAD",4
"Selected Short Stories","ECONOMICS","UNDERGRAD",1
"Selected Short Stories","ENGLISH","GRAD",3
"Selected Short Stories","ENGLISH","UNDERGRAD",5
"Selected Short Stories","MATHEMATICS","GRAD",5
"Selected Short Stories","MATHEMATICS","UNDERGRAD",3
"Selected Short Stories","POLITICAL_SCIENCE","GRAD",8
"Selected Short Stories","POLITICAL_SCIENCE","UNDERGRAD",5
"Selected Short Stories","PSYCHOLOGY","GRAD",5
"Selected Short Stories","PSYCHOLOGY","UNDERGRAD",3
"Selected Short Stories","STATISTICS","GRAD",3
"Selected Short Stories","STATISTICS","UNDERGRAD",3
"Short History of the World, A","COMPUTER_SCIENCE","GRAD",2
"Short History of the World, A","COMPUTER_SCIENCE","UNDERGRAD",3
"Short History of the World, A","DANCE","GRAD",2
"Short History of the World, A","DANCE","UNDERGRAD",6
"Short History of the World, A","ECONOMICS","GRAD",2
"Short History of the World, A","ECONOMICS","UNDERGRAD",3
"Short History of the World, A","ENGLISH","GRAD",2
"Short History of the World, A","ENGLISH","UNDERGRAD",1
"Short History of the World, A","MATHEMATICS","GRAD",4
"Short History of the World, A","MATHEMATICS","UNDERGRAD",6
"Short History of the World, A","POLITICAL_SCIENCE","GRAD",4
"Short History of the World, A","POLITICAL_SCIENCE","UNDERGRAD",1
"Short History of the World, A","PSYCHOLOGY","GRAD",7
"Short History of the World, A","PSYCHOLOGY","UNDERGRAD",2
"Short History of the World, A","STATISTICS","GRAD",5
"Short History of the World, A","STATISTICS","UNDERGRAD",2
"Signal and the Noise, The","COMPUTER_SCIENCE","GRAD",2
"Signal and the Noise, The","COMPUTER_SCIENCE","UNDERGRAD",6
"Signal and the Noise, The","DANCE","GRAD",9
"Signal and the Noise, The","DANCE","UNDERGRAD",4
"Signal and the Noise, The","ECONOMICS","GRAD",1
"Signal and the Noise, The","ECONOMICS","UNDERGRAD",3
"Signal and the Noise, The","ENGLISH","GRAD",2
"Signal and the Noise, The","ENGLISH","UNDERGRAD",6
"Signal and the Noise, The","MATHEMATICS","GRAD",6
"Signal and the Noise, The","MATHEMATICS","UNDERGRAD",4
"Signal and the Noise, The","POLITICAL_SCIENCE","GRAD",7
"Signal and the Noise, The","POLITICAL_SCIENCE","UNDERGRAD",2
"Signal and the Noise, The","PSYCHOLOGY","GRAD",3
"Signal and the Noise, The","PSYCHOLOGY","UNDERGRAD",3
"Signal and the Noise, The","STATISTICS","GRAD",7
"Signal and the Noise, The","STATISTICS","UNDERGRAD",4
"Simpsons & Their Mathematical Secrets","COMPUTER_SCIENCE","GRAD",2
"Simpsons & Their Mathematical Secrets","COMPUTER_SCIENCE","UNDERGRAD",2
"Simpsons & Their Mathematical Secrets","DANCE","GRAD",2
"Simpsons & Their Mathematical Secrets","DANCE","UNDERGRAD",8
"Simpsons & Their Mathematical Secrets","ECONOMICS","GRAD",1
"Simpsons & Their Mathematical Secrets","ECONOMICS","UNDERGRAD",3
"Simpsons & Their Mathematical Secrets","ENGLISH","GRAD",4
"Simpsons & Their Mathematical Secrets","ENGLISH","UNDERGRAD",3
"Simpsons & Their Mathematical Secrets","MATHEMATICS","GRAD",5
"Simpsons & Their Mathematical Secrets","MATHEMATICS","UNDERGRAD",2
"Simpsons & Their Mathematical Secrets","POLITICAL_SCIENCE","GRAD",3
"Simpsons & Their Mathematical Secrets","POLITICAL_SCIENCE","UNDERGRAD",5
"Simpsons & Their Mathematical Secrets","PSYCHOLOGY","GRAD",4
"Simpsons & Their Mathematical Secrets","PSYCHOLOGY","UNDERGRAD",3
"Simpsons & Their Mathematical Secrets","STATISTICS","GRAD",4
"Simpsons & Their Mathematical Secrets","STATISTICS","UNDERGRAD",4
"Slaughterhouse Five","COMPUTER_SCIENCE","GRAD",6
"Slaughterhouse Five","COMPUTER_SCIENCE","UNDERGRAD",3
"Slaughterhouse Five","DANCE","UNDERGRAD",1
"Slaughterhouse Five","ECONOMICS","GRAD",4
"Slaughterhouse Five","ECONOMICS","UNDERGRAD",4
"Slaughterhouse Five","ENGLISH","GRAD",4
"Slaughterhouse Five","ENGLISH","UNDERGRAD",3
"Slaughterhouse Five","MATHEMATICS","GRAD",7
"Slaughterhouse Five","MATHEMATICS","UNDERGRAD",7
"Slaughterhouse Five","POLITICAL_SCIENCE","GRAD",2
"Slaughterhouse Five","POLITICAL_SCIENCE","UNDERGRAD",3
"Slaughterhouse Five","PSYCHOLOGY","GRAD",5
"Slaughterhouse Five","PSYCHOLOGY","UNDERGRAD",2
"Slaughterhouse Five","STATISTICS","GRAD",3
"Social Choice & Welfare, Vol 39 No. 1","COMPUTER_SCIENCE","UNDERGRAD",1
"Social Choice & Welfare, Vol 39 No. 1","DANCE","GRAD",2
"Social Choice & Welfare, Vol 39 No. 1","DANCE","UNDERGRAD",2
"Social Choice & Welfare, Vol 39 No. 1","ECONOMICS","GRAD",1
"Social Choice & Welfare, Vol 39 No. 1","ECONOMICS","UNDERGRAD",3
"Social Choice & Welfare, Vol 39 No. 1","ENGLISH","GRAD",6
"Social Choice & Welfare, Vol 39 No. 1","ENGLISH","UNDERGRAD",7
"Social Choice & Welfare, Vol 39 No. 1","MATHEMATICS","GRAD",3
"Social Choice & Welfare, Vol 39 No. 1","MATHEMATICS","UNDERGRAD",3
"Social Choice & Welfare, Vol 39 No. 1","POLITICAL_SCIENCE","GRAD",2
"Social Choice & Welfare, Vol 39 No. 1","POLITICAL_SCIENCE","UNDERGRAD",5
"Social Choice & Welfare, Vol 39 No. 1","PSYCHOLOGY","GRAD",4
"Social Choice & Welfare, Vol 39 No. 1","PSYCHOLOGY","UNDERGRAD",5
"Social Choice & Welfare, Vol 39 No. 1","STATISTICS","GRAD",2
"Social Choice & Welfare, Vol 39 No. 1","STATISTICS","UNDERGRAD",4
"Soft Computing & Intelligent Systems","COMPUTER_SCIENCE","GRAD",2
"Soft Computing & Intelligent Systems","COMPUTER_SCIENCE","UNDERGRAD",1
"Soft Computing & Intelligent Systems","DANCE","GRAD",2
"Soft Computing & Intelligent Systems","DANCE","UNDERGRAD",4
"Soft Computing & Intelligent Systems","ECONOMICS","GRAD",5
"Soft Computing & Intelligent Systems","ECONOMICS","UNDERGRAD",3
"Soft Computing & Intelligent Systems","ENGLISH","GRAD",4
"Soft Computing & Intelligent Systems","ENGLISH","UNDERGRAD",2
"Soft Computing & Intelligent Systems","MATHEMATICS","GRAD",3
"Soft Computing & Intelligent Systems","MATHEMATICS","UNDERGRAD",2
"Soft Computing & Intelligent Systems","POLITICAL_SCIENCE","GRAD",3
"Soft Computing & Intelligent Systems","POLITICAL_SCIENCE","UNDERGRAD",1
"Soft Computing & Intelligent Systems","PSYCHOLOGY","GRAD",4
"Soft Computing & Intelligent Systems","PSYCHOLOGY","UNDERGRAD",5
"Soft Computing & Intelligent Systems","STATISTICS","GRAD",5
"Soft Computing & Intelligent Systems","STATISTICS","UNDERGRAD",3
"Statistical Decision Theory'","COMPUTER_SCIENCE","GRAD",5
"Statistical Decision Theory'","COMPUTER_SCIENCE","UNDERGRAD",3
"Statistical Decision Theory'","DANCE","GRAD",4
"Statistical Decision Theory'","DANCE","UNDERGRAD",3
"Statistical Decision Theory'","ECONOMICS","GRAD",3
"Statistical Decision Theory'","ECONOMICS","UNDERGRAD",5
"Statistical Decision Theory'","ENGLISH","GRAD",1
"Statistical Decision Theory'","ENGLISH","UNDERGRAD",3
"Statistical Decision Theory'","MATHEMATICS","UNDERGRAD",2
"Statistical Decision Theory'","POLITICAL_SCIENCE","GRAD",3
"Statistical Decision Theory'","POLITICAL_SCIENCE","UNDERGRAD",3
"Statistical Decision Theory'","PSYCHOLOGY","GRAD",4
"Statistical Decision Theory'","PSYCHOLOGY","UNDERGRAD",3
"Statistical Decision Theory'","STATISTICS","GRAD",2
"Statistical Decision Theory'","STATISTICS","UNDERGRAD",2
"Statistical Learning Theory","COMPUTER_SCIENCE","GRAD",3
"Statistical Learning Theory","COMPUTER_SCIENCE","UNDERGRAD",1
"Statistical Learning Theory","DANCE","GRAD",1
"Statistical Learning Theory","DANCE","UNDERGRAD",1
"Statistical Learning Theory","ECONOMICS","GRAD",3
"Statistical Learning Theory","ECONOMICS","UNDERGRAD",3
"Statistical Learning Theory","ENGLISH","GRAD",1
"Statistical Learning Theory","ENGLISH","UNDERGRAD",1
"Statistical Learning Theory","MATHEMATICS","GRAD",2
"Statistical Learning Theory","MATHEMATICS","UNDERGRAD",6
"Statistical Learning Theory","POLITICAL_SCIENCE","GRAD",3
"Statistical Learning Theory","POLITICAL_SCIENCE","UNDERGRAD",2
"Statistical Learning Theory","PSYCHOLOGY","GRAD",3
"Statistical Learning Theory","PSYCHOLOGY","UNDERGRAD",6
"Statistical Learning Theory","STATISTICS","GRAD",4
"Statistical Learning Theory","STATISTICS","UNDERGRAD",3
"Story of Philosophy, The","COMPUTER_SCIENCE","GRAD",9
"Story of Philosophy, The","COMPUTER_SCIENCE","UNDERGRAD",5
"Story of Philosophy, The","DANCE","GRAD",1
"Story of Philosophy, The","DANCE","UNDERGRAD",5
"Story of Philosophy, The","ECONOMICS","GRAD",3
"Story of Philosophy, The","ECONOMICS","UNDERGRAD",1
"Story of Philosophy, The","ENGLISH","GRAD",2
"Story of Philosophy, The","ENGLISH","UNDERGRAD",2
"Story of Philosophy, The","MATHEMATICS","GRAD",2
"Story of Philosophy, The","MATHEMATICS","UNDERGRAD",5
"Story of Philosophy, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Story of Philosophy, The","PSYCHOLOGY","GRAD",3
"Story of Philosophy, The","PSYCHOLOGY","UNDERGRAD",2
"Story of Philosophy, The","STATISTICS","GRAD",2
"Story of Philosophy, The","STATISTICS","UNDERGRAD",2
"Structure & Interpretation of Computer Programs","COMPUTER_SCIENCE","GRAD",3
"Structure & Interpretation of Computer Programs","COMPUTER_SCIENCE","UNDERGRAD",4
"Structure & Interpretation of Computer Programs","DANCE","GRAD",2
"Structure & Interpretation of Computer Programs","DANCE","UNDERGRAD",2
"Structure & Interpretation of Computer Programs","ECONOMICS","GRAD",4
"Structure & Interpretation of Computer Programs","ECONOMICS","UNDERGRAD",3
"Structure & Interpretation of Computer Programs","ENGLISH","GRAD",2
"Structure & Interpretation of Computer Programs","ENGLISH","UNDERGRAD",1
"Structure & Interpretation of Computer Programs","MATHEMATICS","GRAD",1
"Structure & Interpretation of Computer Programs","MATHEMATICS","UNDERGRAD",8
"Structure & Interpretation of Computer Programs","POLITICAL_SCIENCE","GRAD",3
"Structure & Interpretation of Computer Programs","POLITICAL_SCIENCE","UNDERGRAD",4
"Structure & Interpretation of Computer Programs","PSYCHOLOGY","GRAD",6
"Structure & Interpretation of Computer Programs","PSYCHOLOGY","UNDERGRAD",3
"Structure & Interpretation of Computer Programs","STATISTICS","GRAD",2
"Structure & Interpretation of Computer Programs","STATISTICS","UNDERGRAD",1
"Structure and Randomness","COMPUTER_SCIENCE","GRAD",3
"Structure and Randomness","COMPUTER_SCIENCE","UNDERGRAD",2
"Structure and Randomness","DANCE","GRAD",1
"Structure and Randomness","DANCE","UNDERGRAD",3
"Structure and Randomness","ECONOMICS","GRAD",5
"Structure and Randomness","ECONOMICS","UNDERGRAD",5
"Structure and Randomness","ENGLISH","GRAD",4
"Structure and Randomness","ENGLISH","UNDERGRAD",3
"Structure and Randomness","MATHEMATICS","GRAD",7
"Structure and Randomness","MATHEMATICS","UNDERGRAD",3
"Structure and Randomness","POLITICAL_SCIENCE","GRAD",3
"Structure and Randomness","PSYCHOLOGY","GRAD",5
"Structure and Randomness","PSYCHOLOGY","UNDERGRAD",4
"Structure and Randomness","STATISTICS","GRAD",2
"Structure and Randomness","STATISTICS","UNDERGRAD",1
"Superfreakonomics","COMPUTER_SCIENCE","GRAD",3
"Superfreakonomics","COMPUTER_SCIENCE","UNDERGRAD",6
"Superfreakonomics","DANCE","GRAD",5
"Superfreakonomics","DANCE","UNDERGRAD",3
"Superfreakonomics","ECONOMICS","GRAD",5
"Superfreakonomics","ECONOMICS","UNDERGRAD",1
"Superfreakonomics","ENGLISH","UNDERGRAD",6
"Superfreakonomics","MATHEMATICS","GRAD",2
"Superfreakonomics","MATHEMATICS","UNDERGRAD",5
"Superfreakonomics","POLITICAL_SCIENCE","GRAD",4
"Superfreakonomics","POLITICAL_SCIENCE","UNDERGRAD",2
"Superfreakonomics","PSYCHOLOGY","GRAD",7
"Superfreakonomics","PSYCHOLOGY","UNDERGRAD",2
"Superfreakonomics","STATISTICS","GRAD",2
"Superfreakonomics","STATISTICS","UNDERGRAD",4
"Superman Earth One - 1","COMPUTER_SCIENCE","GRAD",3
"Superman Earth One - 1","COMPUTER_SCIENCE","UNDERGRAD",4
